Hospital cost report record number (with leading zeros) [rpt_rec_num],Provider control type code [prvdr_ctrl_type_cd],"Cost report status (1=As Submitted, 2=Settled w/o Audit, 3=Settled with Audit, 4=Reopened, 5=Amended) [RPT_STUS_CD]",Medicare provider number [prvdr_num],Cost reporting period beginning date [FY_BGN_DT],Cost reporting period end date [FY_END_DT],"Are there any related organization or home office costs (as defined in CMS Pub. 15-1, chapter 10)? [any_home_office_costs]",Hospital city (as reported in the hospital cost report) [hosp_city_hcr],Hospital name (as reported in the hospital cost report) [hosp_name_hcr],Hospital street address (as reported in the hospital cost report) [hosp_street_address_hcr],Hospital zip code (as reported in the hospital cost report) [hosp_zip5_hcr],Hospital operates a transplant center (Y/N) [transplant_center],"If teaching hospital, did hospital elect cost reimbursement for physicians' services as defined in CMS Pub. 15-1, section 2148? [teach_hosp_cost_reim_hcr]",Critical access hospital? (Y/N) (as reported in the hospital cost report) [critical_access_hosp_hcr],Is this a hospital involved in training residents in approved GME programs? [teach_hosp_hcr],"If any_home_office_costs=yes and home office costs are claimed, home office chain number [home_office_chain_number]",Hospital standard geographic classification (not wage) status at the beginning of the cost reporting period [geo_class_beg],Hospital standard geographic classification (not wage) status at the end of the cost reporting period [geo_class_end],Type of ownership control (2552-10 only) [ownership_hcris_only10],Does hospital qualify and is it currently receiving payments for disproportionate share (DSH) hospital adjustment? (Y/N) (2552-10 only) [receives_dsh_only10],"If this facility is part of a chain organization, the city of the home office [chain_city_only10]","If this facility is part of a chain organization, the name of the home office [chain_name_only10]","If this facility is part of a chain organization, the state of the home office [chain_state_only10]","If this facility is part of a chain organization, the street address of the home office [chain_street_address_only10]","If this facility is part of a chain organization, the zip code of the home office [chain_zip_only10]",Cost report data is from form 2552-10 (0/1) [source_2552_10],"Source of cost report data (2552-96 or 2552-10, year) [source]",Federal fiscal year of beginning date of hospital cost reporting period [hcr_begin_ffy],Ownership: Voluntary (non-profit) [ownership_nonprofit],Ownership: Proprietary (for-profit) [ownership_forprofit],Ownership: Governmental [ownership_government],Midpoint of cost reporting period,Federal fiscal year of midpoint of cost reporting period,Medicare casemix index (CMI) from CMS hospital impact files [impact_cmi],FIPS state-county code [fips_st_cnty],Hospital name (as reported in Provider of Services file) [hosp_name_pos],Hospital city (as reported in Provider of Services file) [hosp_city_pos],Hospital street address (as reported in Provider of Services file) [hosp_street_address_pos],Hospital 5-digit zip code (as reported in Provider of Services file) [hosp_zip5_pos],Hospital is a Critical Access Hospital (CAH) (Y/N) (as reported in Provider of Services file) [critical_access_hosp_pos],Hospital is subject to Medicare Inpatient Prospective Payment System (Y/N) (as reported in Provider of Services file) [ipps_hosp_pos],Category of provider/supplier (code reported in Provider of Services file) [PRVDR_CTGRY_CD],Category of provider/supplier (meaning of code reported in Provider of Services file) [PRVDR_CTGRY_CD_formatted],Category - subtype of provider (code reported in Provider of Services file) [PRVDR_CTGRY_SBTYP_CD],Category - subtype of provider (meaning of code reported in Provider of Services file) [PRVDR_CTGRY_SBTYP_CD_formatted],State name [state_name],State abbreviation [state_abbreviation],County name [county_name],"Market ID (U.S. Census code for core based statistical area, CBSA) [cbsa]","Market name (U.S. Census name for core based statistical area, CBSA) [cbsa_name]","CBSA indicator code: 0=Not, 1=Metro, 2=Micro [cbsa_ind]",CBSA county status: Central or Outying [cbsa_cnty_status],Rural-urban continuum code [rural_urban],Rural-urban continuum code description [rural_urban_desc],"Hospital CCN included (1=Y,0=N) in 2018 Compendium of US Health Systems Hospital Linkage File [in_compendium]",Inpatient days (all) [all_inpat_days],Inpatient discharges (all) [all_inpat_discharges],Bed-days available (staffed) during cost reporting period [bed_days_available],Beds [beds],"Costs, Subtotal (all inpatient, ancillary, and outpatient centers) [costs_subtotal]","Costs,Total (all inpatient, ancillary, and outpatient centers) [costs_total]",Employees on payroll (full-time equivalents) [employees_FTEs],"Inpatient charges, Subtotal (all inpatient, ancillary, and outpatient centers) [inpat_charges_subtotal]","Inpatient days, Medicaid [mdcd_inpat_days]","Inpatient discharges, Medicaid [mdcd_inpat_discharges]",Total Medicare inpatient operating costs [mdcr_inpat_costs],"Inpatient days, Medicare [mdcr_inpat_days]","Inpatient discharges, Medicare [mdcr_inpat_discharges]",Medicare inpatient payments under prospective payment system [mdcr_inpat_pps_pymts],Medicare outpatient charges [mdcr_outpat_charges],Medicare outpatient costs [mdcr_outpat_costs],"Medicare outpatient, lesser of costs or charges [mdcr_outpat_lesser_costchg]","Net expenses for cost allocation, Total (sum of reimbursable and nonreimbursable cost centers) [net_expenses_total]",Net income (or loss) for the cost reporting period [net_income],Net income from services to patients [net_income_srvcs_patients],Net income from services to patients plus other income [net_income_srvcs_patients_other],Net patient revenue (charges minus contractual allowances and discounts) [net_patient_rev],Operating expenses [operating_expenses],Expenses in providing services other than to patients [other_expenses_all],"Outpatient charges, Subtotal (all Outpatient, ancillary, and outpatient centers) [outpat_charges_subtotal]",Total salaries [total_salaries],"Disproportionate share (DSH) adjustment, Allowable disproportionate share percentage [allowable_dsh_pctg]","Disproportionate share (DSH) adjustment,  [mdcr_dsh_adjustment]","Disproportionate share (DSH) adjustment, Percentage of Medicaid patient days to total days reported on Worksheet S-3, Part I [pctg_mdcd_days_to_inpat_days]","Disproportionate share (DSH) adjustment, Percentage of SSI recipient patient days to Medicare Part A patient days [pctg_ssi_days_to_mdcr_partA_days]","Disproportionate share (DSH) adjustment, Sum of SSI days and Medicaid days percentages [sum_pctg_ssi_mdcd_days]","Medicare direct graduate medical education payment, inpatient services (Part A) [mdcr_inpat_dgme_pymt]","Medicare adjusted reimbursable bad debts, inpatient services (Part A) [mdcr_inpat_adj_reimb_bad_debt]",Medicare inpatient acute costs [mdcr_inpat_costreim_acute_cost],"Medicare inpatient under cost reimbursement, costs of covered services [mdcr_inpat_costreim_costsrvcs]","Medicare inpatient under cost reimbursement, primary payer payments [mdcr_inpat_costreim_primpayer]","Indirect medical education (IME) adjustment, Medicare IME payments [mdcr_ime_pymt]","Indirect medical education (IME) adjustment,  Current year resident to bed ratio [resident_to_bed_ratio_currentyr]",Medicare outpatient payments under prospective payment [mdcr_outpat_pps_pymts],Most recent cost report submitted? (0/1) [most_recent],Medicare inpatient cost-to-charge ratio [mdcr_inpat_cost_to_charge_ratio],Medicare outpatient cost-to-charge ratio [mdcr_outpat_cost_to_charge_ratio],Medicare inpatient revenues [mdcr_inpat_revs],Medicare outpatient revenues [mdcr_outpat_revs],Occupancy [occupancy],Operating revenues [operating_revenues],Operating margin [operating_margin],Medicare inpatient margin [mdcr_inpat_margin],Medicare outpatient margin [mdcr_outpat_margin],Medicare margin (inpatient plus outpatient) [mdcr_margin],Inpatient costs (sum of 63 cost centers) [inpat_costs],Inpatient costs (incl Medicare disallowed) (sum of 63 cost centers) [inpat_totcosts],Outpatient costs (sum of 52 cost centers) [outpat_costs],Outpatient costs (incl Medicare disallowed) (sum of 52 cost centers) [outpat_totcosts],Discharge-equivalents [discharge_equivalents],Interns and residents (full-time equivalents) per bed [internres_per_bed],Total unreimbursed and uncompensated care cost (Medicaid/CHIP plus charity care plus bad debt) as a share of operating expenses (2552-10 only) [total_uncomp_expnsshr_only10]
675143,"Governmental, County (=9)",1,10109,1-Oct-19,6-Mar-20,N,CARROLLTON,PICKENS COUNTY MEDICAL CENTER,R.K. WILSON DRIVE,35477,N,N,N,N,,2,2,9,Y,,,,,,1,"2552-10, 2020",2020,0,0,1,19-Dec-19,2020,0.9451,1107,Pickens County Medical Center,Carrollton,241 Robert K Wilson Drive,35447,N,Y,1,Hospital (=01),1,Short Term,Alabama,AL,Pickens,46220,"Tuscaloosa, AL Metro SA",1,Outlying,3,County in metro area w <250k popula,1,823,250,5688,36,5053797.52,4903277.63,110.86,2635862.49,265,63,803696.65,485,90,573504.94,1476031.67,582580.63,.,4970865.27,244965.8,-603872.97,244965.8,4820632.81,5424506.21,.,7018669.94,2487520.83,0.12,11751.99,0.3738,0.2152,0.589,.,24114.99,.,.,.,.,.,277345.84,1,1.03,0.395,560519.93,277345.84,0.14469,5669471.58,0.043,-0.43,-1.101,-0.6545,1988578.3,1966792.37,3065219.11,2936484.07,623.26,0,0.0086
682853,"Voluntary Nonprofit, Other (=2)",1,50189,1-Oct-19,24-Jun-20,N,KING CITY,MEE MEMORIAL HOSPITAL,300 CANAL ST.,93930-,N,,N,N,,1,1,2,N,,,,,,1,"2552-10, 2020",2020,1,0,0,12-Feb-20,2020,.,6053,George L Mee Memorial Hospital,King City,300 Canal Street,93930,N,Y,1,Hospital (=01),1,Short Term,California,CA,Monterey,41500,"Salinas, CA Metro SA",1,Central,2,County in metro area w 250k - 1 mil,1,1381,478,5154,13,34924338.5,33449102.03,234.62,29409993.99,324,70,1557890.61,309,90,1328801.27,8485188.38,1426418.62,18362.99,34000198.14,-851132.76,-8480442.21,-851132.76,36303194.83,44783660.54,.,93081366.44,16226802.32,.,.,.,.,.,.,6844,.,.,.,.,.,883649.6,1,0.33,0.168,1325116.27,902012.59,0.26795,43352216.68,-0.033,-0.18,-0.581,-0.34,12633220.76,12340464.79,22291113.52,21108644.03,1295.63,0,0.06769
686501,"Proprietary, Partnership (=5)",1,510047,1-Jan-20,31-Mar-20,Y,FAIRMONT,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,26554,N,N,N,N,,2,2,5,Y,,,,,,1,"2552-10, 2020",2020,0,1,0,15-Feb-20,2020,1.3445,54049,Fairmont Regional Medical Center,Fairmont,1325 Locust Avenue,26554,N,Y,1,Hospital (=01),1,Short Term,West Virginia,WV,Marion,21900,"Fairmont, WV Micro SA",2,Central,4,"Urban population 20k+, metro area a",1,1294,395,6643,73,13005446.75,12382486.18,340.74,15872585.99,64,18,1920790.1,616,160,1462371.5,6324656.57,1534197.17,3006,13111563.22,-533173.74,-679352.65,-533173.74,13296965.87,13976315.53,.,23522322.24,5457259.53,0.165,42145,0.2215,0.1092,0.3307,.,46237.97,.,.,.,.,.,971970.75,1,0.39,0.243,1437473.52,974976.75,0.19479,13443144.78,-0.04,-0.34,-0.574,-0.4321,7013836.8,6566760.85,5991608.47,5815723.85,744.82,0,0.04751
686676,"Proprietary, Partnership (=5)",2,510092,28-Jan-20,31-Jul-20,Y,MORGANTOWN,ASH MORGANTOWN,1200 JD ANDERSON DRIVE,26505-3494,N,,N,N,HB0041,1,1,5,N,CHARLOTTE,ACUITY HEALTHCARE,NC,10735 DAVID TAYLOR DRIVE,28262,1,"2552-10, 2020",2020,0,1,0,30-Apr-20,2020,.,54061,Acuity Specialty Hospital Of Morgantown,Morgantown,"1200 Jd Anderson Drive, 4th Floor",26505,N,Y,1,Hospital (=01),1,Short Term,West Virginia,WV,Monongalia,34060,"Morgantown, WV Metro SA",1,Central,3,County in metro area w <250k popula,0,1659,59,4650,25,3984225.99,3984225.99,33.65,15206683.27,22,1,2193426.15,996,35,2053268.78,.,.,.,3984225.99,-560705.92,-763371.52,-560705.92,3404097.6,4167468.1,.,.,1438909.25,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0.23,.,2053268.78,.,0.35677,3606734.58,-0.155,-0.07,.,-0.0683,3984225.68,3984225.68,0,0,59,0,.
686893,"Voluntary Nonprofit, Other (=2)",2,490129,1-Jan-20,1-Feb-20,Y,FALLS CHURCH,CAPITAL HOSPICE,3180 FAIRVIEW PARK DRIVE  SUITE 500,22042,N,,N,N,HB1509,1,1,2,N,FALLS CHURCH,CAPITAL HOSPICE,VA,3180 FAIRVIEW PARK DRIVE  SUITE 500,22042,1,"2552-10, 2020",2020,1,0,0,17-Jan-20,2020,.,51013,Capital Caring -Halquist Memorial Inpatient Center,Arlington,4715 North 15 Street,22205,N,Y,1,Hospital (=01),1,Short Term,Virginia,VA,Arlington,47900,"Washingtn-Arlington-Alexandria,DC-VA-MD-WV MetroSA",1,Central,1,County in metro area w 1 million+ p,1,.,.,.,.,6670594.1,6670594.1,.,.,.,.,.,.,.,.,.,.,.,6670594.1,1153448.33,1153448.33,1153448.33,5633214.77,4479767.15,.,.,2704308.25,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,5633214.77,.,.,.,.,0,0,0,0,.,0,.
687267,"Proprietary, Corporation (=4)",2,670195,30-Apr-20,1-Sep-20,,TEMPLE,PREMIER ER PLUS-TEMPLE  LLC,7010 W ADAMS AVE  SUITE 10,76502,,,,,,.,.,4,,,,,,,1,"2552-10, 2020",2020,0,1,0,1-Jul-20,2020,.,48027,Premier Er,Temple,"7010 W Adams Ave, Suite 10",76502,N,Y,1,Hospital (=01),1,Short Term,Texas,TX,Bell,28660,"Killeen-Temple, TX Metro SA",1,Central,2,County in metro area w 250k - 1 mil,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,0,.,.,.,.,0,0,0,0,.,.,.
687663,"Voluntary Nonprofit, Other (=2)",2,670180,29-Apr-20,31-Aug-20,,SAN MARCOS,PREMIER ER,1509 N INTERSTATE 35,78666,,,,,,.,.,2,,,,,,,1,"2552-10, 2020",2020,1,0,0,30-Jun-20,2020,.,48209,Premier Er,San Marcos,"1509 N Interstate 35, Suite 100",78666,N,Y,1,Hospital (=01),1,Short Term,Texas,TX,Hays,12420,"Austin-Round Rock-Georgetown, TX Metro SA",1,Central,1,County in metro area w 1 million+ p,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,0,.,.,.,.,0,0,0,0,.,.,.
687664,"Voluntary Nonprofit, Other (=2)",2,670193,30-Apr-20,1-Sep-20,,WACO,PREMIER ER,221 S JACK KULTGEN EXPRESSWAY,76706,,,,,,.,.,2,,,,,,,1,"2552-10, 2020",2020,1,0,0,1-Jul-20,2020,.,48309,Premier Er,Waco,"221 S Jack Kultgen Expressway, Suite 100",76706,N,Y,1,Hospital (=01),1,Short Term,Texas,TX,McLennan,47380,"Waco, TX Metro SA",1,Central,2,County in metro area w 250k - 1 mil,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,0,.,.,.,.,0,0,0,0,.,.,.
688906,"Governmental, City (=12)",2,170039,1-Jan-20,12-Mar-20,N,WELLINGTON,SUMNER REGIONAL MEDICAL CENTER,1323 NORTH A STREET,67152,N,N,N,N,,2,2,12,Y,,,,,,1,"2552-10, 2020",2020,0,0,1,6-Feb-20,2020,0.9529,20191,Sumner Community Hospital,Wellington,1323 North A Street,67152,N,Y,1,Hospital (=01),1,Short Term,Kansas,KS,Sumner,48620,"Wichita, KS Metro SA",1,Outlying,2,County in metro area w 250k - 1 mil,1,77,22,3024,42,2285793.67,2085124.73,120,1045705.91,10,2,180032.94,63,18,116183.93,518223.65,231617.88,4080,2493047.93,-350858.96,-513826.72,-350858.96,2292546.28,2806373,.,2135014.22,1410925.41,0.0263,636,0.1299,.,0.1299,.,.,.,.,.,.,.,152010.94,1,1.15,0.447,116183.93,156090.94,0.02546,2455222.24,-0.143,-0.55,-0.484,-0.5119,1328275.97,1325153.11,957517.2,759971.13,34.62,0,0.00432
689690,"Proprietary, Corporation (=4)",1,100102,1-Jul-20,30-Aug-20,Y,LAKE CITY,SHANDS LAKE SHORE,368 NE FRANKLIN STREET,32056,N,N,N,N,449008,2,2,4,Y,FRANKLIN,COMMUNITY  HEALTH SYSTEMS  INC,TN,4000 MERIDIAN BLVD,37067,1,"2552-10, 2020",2020,0,1,0,31-Jul-20,2020,1.2569,12023,Shands Lake Shore Regional Medical Center,Lake City,368 Ne Franklin St,32055,N,Y,1,Hospital (=01),1,Short Term,Florida,FL,Columbia,29380,"Lake City, FL Micro SA",2,Central,4,"Urban population 20k+, metro area a",1,733,176,5394,87,4924516.3,4755935.69,30.39,7432600.99,151,47,552949.79,175,33,466363.88,1739119.69,259406.93,.,4875261.72,-1897969.71,-1898832.07,-1897969.71,3177361.32,5076194.72,.,12826640.13,1932263.41,0.12,7643,0.1956,0.1256,0.3212,.,2024,.,.,.,.,.,181359.85,1,0.35,0.149,465273.89,181359.85,0.13589,3178224.31,-0.597,-0.19,-0.43,-0.2563,2826757.96,2822862.56,2097756.93,1933072.4,296.52,0,0.30334
